Model,Scaler,FS Tech,FS Ratio,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Macro Average,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Micro Average,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,Weighted Average
RF,MaxAbs,ANOVA,80,169.0000000001,37.0000000001,7.0000000001,11.0000000001,0.8203883495142521,0.9602272727267498,0.8848167539262987,0.8035714285723213,0.22916666666779512,0.7396340942814834,0.8203883495142521,0.9602272727267498,0.8848167539262987,0.8035714285708866,0.22916666666779512,0.7396340942811964,[0.21428571 0.78571429],[ 48 176],0.820388349514252,0.9602272727267498,0.8848167539262985,0.8035714285723213,0.2291666666677951,0.7396340942814834
RF,MaxAbs,ANOVA,40,163.0000000001,29.0000000001,13.0000000001,19.0000000001,0.8489583333329699,0.9261363636358795,0.8858695652169719,0.8125000000008927,0.39583333333376736,0.7738595191040962,0.8489583333329699,0.9261363636358795,0.8858695652169719,0.812499999999442,0.39583333333376736,0.7738595191038062,[0.21428571 0.78571429],[ 48 176],0.8489583333329699,0.9261363636358795,0.8858695652169719,0.8125000000008927,0.39583333333376736,0.7738595191040962
RF,MaxAbs,ANOVA,30,165.0000000001,28.0000000001,11.0000000001,20.0000000001,0.8549222797923783,0.937499999999503,0.8943089430890034,0.8258928571437499,0.4166666666670139,0.7858581493383296,0.8549222797923783,0.937499999999503,0.8943089430890034,0.8258928571422752,0.4166666666670139,0.7858581493380348,[0.21428571 0.78571429],[ 48 176],0.8549222797923783,0.937499999999503,0.8943089430890034,0.8258928571437499,0.4166666666670139,0.7858581493383296
RF,MaxAbs,ANOVA,20,165.0000000001,25.0000000001,11.0000000001,23.0000000001,0.8684210526311912,0.937499999999503,0.9016393442618562,0.839285714286607,0.47916666666675345,0.8052025555691822,0.8684210526311912,0.937499999999503,0.9016393442618562,0.8392857142851085,0.47916666666675345,0.8052025555688823,[0.21428571 0.78571429],[ 48 176],0.8684210526311912,0.937499999999503,0.9016393442618562,0.839285714286607,0.47916666666675345,0.8052025555691822
RF,,,50,163.0000000001,28.0000000001,13.0000000001,20.0000000001,0.8534031413608866,0.9261363636358795,0.8882833787461709,0.8169642857151784,0.4166666666670139,0.7802907672250258,0.8534031413608866,0.9261363636358795,0.8882833787461709,0.8169642857137198,0.4166666666670139,0.7802907672247341,[0.21428571 0.78571429],[ 48 176],0.8534031413608866,0.9261363636358795,0.8882833787461709,0.8169642857151783,0.4166666666670139,0.7802907672250258
RF,,,70,168.0000000001,28.0000000001,8.0000000001,20.0000000001,0.8571428571424927,0.9545454545449381,0.9032258064511794,0.839285714286607,0.4166666666670139,0.7941732998184462,0.8571428571424927,0.9545454545449381,0.9032258064511794,0.8392857142851085,0.4166666666670139,0.7941732998181465,[0.21428571 0.78571429],[ 48 176],0.8571428571424927,0.9545454545449381,0.9032258064511794,0.839285714286607,0.4166666666670139,0.7941732998184462
RF,,,90,164.0000000001,29.0000000001,12.0000000001,19.0000000001,0.8497409326421247,0.9318181818176912,0.8888888888884673,0.8169642857151784,0.39583333333376736,0.7766491244794459,0.8497409326421247,0.9318181818176912,0.8888888888884673,0.8169642857137198,0.39583333333376736,0.7766491244791541,[0.21428571 0.78571429],[ 48 176],0.8497409326421247,0.9318181818176912,0.8888888888884673,0.8169642857151783,0.39583333333376736,0.7766491244794458
RF,,,60,167.0000000001,28.0000000001,9.0000000001,20.0000000001,0.8564102564098909,0.9488636363631263,0.9002695417785442,0.8348214285723213,0.4166666666670139,0.7914063059581793,0.8564102564098909,0.9488636363631263,0.9002695417785442,0.8348214285708307,0.4166666666670139,0.7914063059578812,[0.21428571 0.78571429],[ 48 176],0.8564102564098909,0.9488636363631263,0.9002695417785442,0.8348214285723213,0.4166666666670139,0.7914063059581793
RF,,,10,163.0000000001,24.0000000001,13.0000000001,24.0000000001,0.8716577540102978,0.9261363636358795,0.898071625343914,0.8348214285723213,0.5,0.8061374343124825,0.8716577540102978,0.9261363636358795,0.898071625343914,0.8348214285708307,0.5,0.8061374343121844,[0.21428571 0.78571429],[ 48 176],0.8716577540102977,0.9261363636358795,0.8980716253439139,0.8348214285723213,0.5,0.8061374343124825
RF,,,100,163.0000000001,26.0000000001,13.0000000001,22.0000000001,0.862433862433479,0.9261363636358795,0.8931506849310761,0.8258928571437499,0.45833333333350695,0.7931894202955383,0.862433862433479,0.9261363636358795,0.8931506849310761,0.8258928571422752,0.45833333333350695,0.7931894202952433,[0.21428571 0.78571429],[ 48 176],0.862433862433479,0.9261363636358795,0.8931506849310761,0.8258928571437499,0.4583333333335069,0.7931894202955382
RF,,,80,167.0000000001,28.0000000001,9.0000000001,20.0000000001,0.8564102564098909,0.9488636363631263,0.9002695417785442,0.8348214285723213,0.4166666666670139,0.7914063059581793,0.8564102564098909,0.9488636363631263,0.9002695417785442,0.8348214285708307,0.4166666666670139,0.7914063059578812,[0.21428571 0.78571429],[ 48 176],0.8564102564098909,0.9488636363631263,0.9002695417785442,0.8348214285723213,0.4166666666670139,0.7914063059581793
RF,,,40,168.0000000001,29.0000000001,8.0000000001,19.0000000001,0.8527918781722307,0.9545454545449381,0.9008042895438061,0.8348214285723213,0.39583333333376736,0.7877592768334127,0.8527918781722307,0.9545454545449381,0.9008042895438061,0.8348214285708307,0.39583333333376736,0.7877592768331146,[0.21428571 0.78571429],[ 48 176],0.8527918781722307,0.9545454545449381,0.9008042895438061,0.8348214285723213,0.39583333333376736,0.7877592768334127
RF,,,30,165.0000000001,35.0000000001,11.0000000001,13.0000000001,0.824999999999675,0.937499999999503,0.8776595744676834,0.7946428571437499,0.27083333333428816,0.7411271529889799,0.824999999999675,0.937499999999503,0.8776595744676834,0.7946428571423311,0.27083333333428816,0.7411271529886961,[0.21428571 0.78571429],[ 48 176],0.824999999999675,0.937499999999503,0.8776595744676834,0.7946428571437499,0.27083333333428816,0.7411271529889799
RF,,,20,169.0000000001,28.0000000001,7.0000000001,20.0000000001,0.8578680203042053,0.9602272727267498,0.9061662198387066,0.8437500000008927,0.4166666666670139,0.7969356359075136,0.8578680203042053,0.9602272727267498,0.9061662198387066,0.8437499999993863,0.4166666666670139,0.7969356359072124,[0.21428571 0.78571429],[ 48 176],0.8578680203042053,0.9602272727267498,0.9061662198387066,0.8437500000008927,0.4166666666670139,0.7969356359075136
